Name,doc_type,committee,date,submission_url,pdf_file,Unnamed: 6,item,summary,entity_label,short_sum,sentiment
PCE (Additional comments on departmental report - Tranche 4),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16933////d66dde5251f67b233c7c11791cc32e12366d5e60,submissions////2d728f69-6f7f-4772-872a-9122e5b8f1f7.pdf,,Natural and Built Environment Bill,"The briefing is from the Parliamentary Commissioner for the Environment, Simon Upton, to the Environment Committee. Upton commends the officials for their work on the proposed reforms and highlights the importance of clarity of purpose and roles in the legislative framework. He suggests that the purpose of the reform should be to secure better environmental outcomes and raises concerns about legal uncertainty introduced by the inclusion of ""te Oranga o te Taiao"" in the purpose clause. Upton also points out the lack of hierarchy in the system outcomes and the inconsistency in the sequence of developing key governing documents. He argues for a centralization of regulatory authority for environmental management but suggests that regional planning committees should handle spatial integration. Upton recommends that more work is required before the bills are sent back to the House for consideration and asks that the issues he raised be noted in the committee's report.",organisation,"The Parliamentary Commissioner for the Environment, Simon Upton, commends officials for their work on proposed environmental reforms but raises concerns about legal uncertainty and suggests more work is needed before the bills are sent back to the House for consideration.",0.986065149307251
"PCE (Comment on departmental report - tranches 3A, 3B, and 4)",Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16932////e3793c5360d084e8d016d93766a8a18b8b2754d6,submissions////6e1b3cd8-146d-45ba-bf14-202a74209fa5.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to make various amendments to the Natural and Built Environment Bill. Some of the key recommendations include:

- Changing the wording in the purpose and scope of natural and built environment plans to clarify their role in providing for the needs of communities.
- Adding additional circumstances for when an NBE plan can be inconsistent with a Regional Spatial Strategy (RSS).
- Deleting clause 99, which deals with conflict resolution, as it is redundant.
- Clarifying the content of plans to include strategic outcomes and policies, as well as specifying how environmental limits and targets will be achieved.
- Adding an additional matter to plans to identify the preferred state of the future environment.
- Clarifying that plans must provide for plan outcomes, policies, rules, and other methods that enable local authorities to fulfill their responsibilities.
- Including Te Oranga o te Taiao statements as a matter that Regional Planning Committees (RPCs) must have particular regard to.
- Amending clause 108 to limit the consideration of scenic views to rural areas and state highways.
- Clarifying that adaptive management approaches can be directed in plans.
- Amending the content of evaluation reports to include how the system outcomes and decision-making principles have been provided for, as well as assessing the effectiveness of the proposal in achieving the system outcomes.
- Making various amendments to the resource allocation principles, including changing the principle of 'sustainability' to 'environmental sustainability' and clarifying their application.
- Clarifying the application of resource allocation principles by the Minister and RPCs.
- Amending rules relating to allocation methods for certain resources, including excluding greenhouse gas discharges from NBE plans and enabling plans to include allocation methods for all discharges of contaminants to freshwater other than nitrogen.
- Clarifying the obligations of consent decision-makers in the affected application consenting process.
- Proceeding with the establishment of the Freshwater Working Group to address freshwater allocation issues.
- Amending provisions regarding consent duration to cover freshwater takes, diversions, and discharges.
- Clarifying the ability to require or permit market-based allocation methods in NBE plans.
- Increasing the maximum duration of affected resource consents to 5 years after allocation methods apply.
- Making minor clarifications to directions regarding the review of consents and permits and conditions of resource consents.
- Amending provisions regarding the use of adaptive management approaches in the National Planning Framework.
- Making various amendments to the categorization of activities in resource consenting.

Overall, the main recommendation is to make these",organisation,"amendments to the Natural and Built Environment Bill in order to clarify and improve the provisions related to community needs, environmental limits, resource allocation, consent decision-making, and adaptive management.",0.5
PCE (Comments on SP and NBE departmental reports all tranches),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16937////d1951299912a60b15819f4ff6186b48246ac43d0,submissions////7213cfd3-2f02-46c5-a08f-c91cea835c25.pdf,,Natural and Built Environment Bill,"The main recommendation from the PCE (Parliamentary Commissioner for the Environment) is to strengthen the wording in the Spatial Planning Bill to ensure that regional spatial strategies (RSS) are consistent with environmental limits and targets. The PCE suggests using stronger language, such as ""comply with,"" and also recommends including places of national and regional importance in the scope of RSS. The PCE also suggests delaying the preparation of RSS until limits, targets, and places of importance have been set. 

In the Natural and Built Environment Bill, the PCE recommends amending the purpose clause to include a bottom line that protects the health of the natural environment. They also suggest adding a reference to ""managing adverse effects"" and including the Aotearoa New Zealand Biodiversity Strategy as a matter that the Minister must have particular regard to. The PCE supports the proposed changes to the Effects Management Framework (EMF) but raises concerns about exemptions and the potential for environmental risks. They recommend narrowing the scope of exemptions and making it clear that exemptions should only be granted if all alternative options for complying with environmental limits have been exhausted. The PCE also suggests adding a provision that any new ""minimum level limit"" cannot be lower than previous limits and minimum level limits.",organisation,"The Parliamentary Commissioner for the Environment (PCE) recommends strengthening the wording in the Spatial Planning Bill and the Natural and Built Environment Bill to ensure consistency with environmental limits and targets, as well as addressing concerns about exemptions and minimum level limits.",0.7265331745147705
"PCE (Cover letter - Comments on departmental report - Tranches 3A, 3B, and 4)",Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16931////95d8b66c8ecc3b42c49d74c0f7ca98dbd0a348e0,submissions////5f60f7bf-114a-4afa-a57a-8a1729837c73.pdf,,Natural and Built Environment Bill,"The briefing is from the Parliamentary Commissioner for the Environment, Simon Upton, regarding tranches 3A and 3B of the NBE departmental report. Upton provides a table summarizing his recommendations for changes that the committee should support, areas that need improvement, and areas that require further scrutiny. He notes that overall, the changes recommended by the Ministry for the Environment (MfE) are improvements for the environment, but there are still areas that need improvement, such as the inclusion of specific mention of environmental limits and places that need protection. Upton also suggests seeking further clarification on certain clauses. He mentions that he has no comment at this stage on Report 4 Overview and Issue Analysis. Upton clarifies that his comments are a response to the issues raised by officials and are based on the assumption that the bill as presented is the only way to frame environmental protections. He offers to provide further detail and discuss with the committee.",organisation,"The Parliamentary Commissioner for the Environment, Simon Upton, provides recommendations for changes to tranches 3A and 3B of the NBE departmental report, highlighting areas that need improvement and further scrutiny, while acknowledging that the changes proposed by the Ministry for the Environment are generally positive for the environment.",0.9842074513435364
Ministry for the Environment (Additional content for consideration customary fishing),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16926////4b6bf615c7b2c5243021b52176199272f42d16a6,submissions////030f5943-5478-4d7d-ad5d-7bb3303d387d.pdf,,Natural and Built Environment Bill,"The main recommendation from this briefing is to amend clause 117 to ensure that the National Planning Framework (NPF) does not place restrictions on fishing and the use of fisheries resources for non-commercial customary use activities. This recommendation is to ensure that the rights secured under the Fisheries Settlement are upheld in the wider resource management framework. The briefing also includes recommendations for clarifying the purpose and effect of rules in plans, improving the structure of provisions relating to the content of the NPF, and making technical changes to wording in certain clauses.",organisation,"The briefing recommends amending clause 117 to protect fishing rights and ensure the Fisheries Settlement is upheld, as well as making other improvements to the National Planning Framework.",0.8796429634094238
Ministry for the Environment (Additional content for consideration - EMF and PNI),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN17000////146b41f5798adadb57e36ccbd3e5746c3bfdf570,submissions////05394722-2a15-4e43-89f7-67c9c7793c8d.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to make several amendments to the provisions related to Places of National Importance (PNIs) in the National Planning Framework. These recommendations include rewording the provision on geothermal significant biodiversity areas, including express reference to renewable energy and electrification in the provision on activities contributing to climate outcomes, rewording the provision on the national grid to include maintenance, access tracks, and tree clearance, rewording the provision on activities managed under other legislation to ensure a similar level of protection, clarifying that activities that are part of a nationally significant network can be exempted, adding a provision on fishing activities to ensure avoidance, remediation, or mitigation of adverse effects, and adding a consultation requirement for fishing activities.",organisation,"The briefing recommends several amendments to provisions related to Places of National Importance (PNIs) in the National Planning Framework, including rewording provisions on geothermal biodiversity areas, climate outcomes, the national grid, activities managed under other legislation, and fishing activities, as well as adding a consultation requirement for fishing activities.",0.6177903413772583
Ministry for the Environment (Additional information - RPCs in regions with unitary authorities (amended)),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16927////e5a5e8e33d4a7ce596c2a085899618b982bf46e6,submissions////3574ff2f-1ba9-4bc3-bffc-f5186ede5be2.pdf,,Natural and Built Environment Bill,"The briefing discusses the arrangements for regional planning committees (RPCs) in regions with unitary authorities. The main recommendation is to include an additional clause in the Bill that allows unitary authorities to deem an existing committee to have all the functions, duties, and powers of the RPC. This would ensure consistency and avoid disruption in regions where existing arrangements are working well. The committee would still need to include a minimum of two Māori members and a central government member. The briefing also highlights the need for guidance to be provided to unitary authorities on the flexibility of the Bill to accommodate existing arrangements. In Auckland, it is recommended that Māori be given the same opportunity as iwi and hapū in other regions to reconsider current arrangements and ensure inclusiveness. In Gisborne and Marlborough, it is recommended that the requirements for composition and appointment processes apply to provide a decision-making role for Māori in plan-making. The briefing also mentions recommendations for secretariat and funding arrangements, as well as changes to the NBE Bill that would be required.",organisation,"The briefing recommends including an additional clause in the Bill to allow unitary authorities to deem existing committees to have the functions, duties, and powers of regional planning committees, while still ensuring representation of Māori and central government members, and providing guidance to unitary authorities on flexibility and inclusiveness in existing arrangements.",0.9791640639305115
Ministry for the Environment (CST - Planning and consenting stopping and commencement - overview),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16925////73486f13f7fe2d5fc4e9127ec0b3aedc83c0d13f,submissions////5bdec1d2-26fb-4ca2-9bdd-8264d86e9b8e.pdf,,Natural and Built Environment Bill,"This briefing provides an overview of the planning and consenting process for the National Built Environment (NBE) plan. It outlines the steps involved, including the recommendations from the Independent Hearings Panel (IHP) to the Regional Planning Committees (RPC), RPC decisions on IHP recommendations, and appeals. Once the NBE plan is operative, it will apply and Part 3 of the NBE will apply. The briefing also mentions that there will be no further changes to the Resource Management Act (RMA) plans, except in limited circumstances. The RMA Integrated streamlined planning process and the RMA streamlined planning process can be used for applications, and rules amending existing use rights or requiring affected application consenting process or market-based allocation method will apply. The briefing also states that all NBE designation processes, including NBE plan and NBE decision-making, will apply. Existing RMA Regional Authorities will become NBE Regional Authorities, and applications for NBE requiring authority status will be accepted three months after royal assent.

The main recommendation in this briefing is to follow the outlined process for planning and consenting for the NBE plan, including the use of the RMA Integrated streamlined planning process and the RMA streamlined planning process for applications. It also recommends that all NBE designation processes be followed and that existing RMA Regional Authorities transition to NBE Regional Authorities.",organisation,"The briefing recommends following the outlined process for planning and consenting for the National Built Environment (NBE) plan, including using the RMA Integrated streamlined planning process and transitioning existing RMA Regional Authorities to NBE Regional Authorities.",0.8129825592041016
Ministry for the Environment (Aquaculture fact sheet),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16923////de22b4ca1ca37319336386d324be3ad156fe55b7,submissions////9ff885ab-5339-4697-9552-a2a3f37e8e27.pdf,,Natural and Built Environment Bill,"The briefing provides an overview of the provisions related to aquaculture in the Natural and Built Environment (NBE) Bill. It highlights the current system of managing aquaculture in the territorial sea under the Resource Management Act 1991 (RMA) and its planning instruments. The briefing identifies issues with the current system, including a lack of strategic spatial planning, lengthy and costly consenting processes, and limited industry growth. It also mentions the need to address new challenges such as climate change and cumulative effects.

The main recommendation is to improve the management of aquaculture through national direction, spatial planning, flexible licensing, and a suitable allocation and charging framework. The briefing suggests the use of regional spatial strategies and zoning to simplify consenting processes and increase outcome certainty. It also recommends maintaining the allocation of space through a first-in, first-served approach, but allowing NBE plans to specify alternative allocation methods. The briefing proposes enhancements to the Minister responsible for aquaculture's powers to enable more active leadership in planning and allocation at a national or regional level. Additionally, it suggests the use of temporary stays on consent applications and the continuation of the undue adverse effects on fishing test under the Fisheries Act 1996.

Overall, the main recommendation is to improve the management of aquaculture through strategic planning, streamlined consenting processes, and enhanced leadership at a national and regional level.",organisation,"The briefing recommends improving the management of aquaculture through strategic planning, streamlined consenting processes, and enhanced leadership at a national and regional level.",0.8701209425926208
Ministry for the Environment (Designations Diagram),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16924////a99d427e14a50dd7ce1927168ed871be50cc3583,submissions////a4146c41-84ae-41b3-8ca5-82158b2ac9cd.pdf,,Natural and Built Environment Bill,"This briefing discusses the use of Notice of Requirement (NOR) and primary construction and implementation plan (primary CIP) processes for route or site protection for future infrastructure use. The NOR process is described as a ""slimmed"" down version of the Resource Management Act (RMA) NOR process, with reduced information requirements and no need for a full assessment of environmental effects. The primary CIP is described as providing design and build information, with a detailed assessment of effects. It can also specify the need for a secondary construction and implementation plan. The briefing mentions that the primary CIP is required if not applied for with an NOR, and it can be public notified. The briefing also mentions that a requiring authority can choose to apply the primary or secondary construction and implementation plan to the Regional Planning Committee or a territorial authority. The main recommendation is to use the NOR and primary CIP processes for route or site protection, as they provide the necessary information and assessment for future infrastructure development.",organisation,The briefing recommends using the Notice of Requirement (NOR) and primary construction and implementation plan (primary CIP) processes for route or site protection in order to provide the necessary information and assessment for future infrastructure development.,0.9850636720657349
"Ministry for the Environment (Departmental report - Schedule 1 Transitional, savings, and related provisions)",Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16918////5d07f0e716b7e03ab4630e822485f2b9f3e32733,submissions////03274490-50b8-454e-9f5f-b9b93b85ddb2.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to provide more clarity and specificity in the Natural and Built Environment Bill (NBE Bill) regarding the transition from the Resource Management Act 1991 (RMA) to the new system. The briefing recommends amending the NBE Bill to clarify the process for upholding Treaty settlements and related arrangements before commencing the Regional Planning Committee (RPC) composition process. It also recommends amending the definition of ""RMA document"" to include all relevant RMA documents, such as regional policy statements and national planning standards. Additionally, the briefing recommends clarifying the timing and impact of the transition period, the transition from RMA plans to NBE plans, and the application of NBE plan provisions. The briefing also addresses concerns about the lack of detail in the NBE Bill and the need for clarity in plan-making processes and the status of existing RMA plans.",organisation,"The briefing recommends amending the Natural and Built Environment Bill to provide more clarity and specificity in the transition from the Resource Management Act 1991, including upholding Treaty settlements, defining RMA documents, clarifying the transition period and plan-making processes, and addressing concerns about the lack of detail in the NBE Bill.",0.6653692126274109
Ministry for the Environment (Responses to questions from 7 and 8 February),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN15315////461d52e2fa3b2670416fe9af48a5f1423258b43a,submissions////56e28b1d-4375-4efc-92c4-e576d50423d1.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to refine and tighten the drafting of the NBE Bill to address issues with the existing approach to notification in the RMA. The briefing also recommends following the Auckland Unitary Plan model for appeals on NBE plans, using Independent Hearings Panels (IHPs) and allowing appeals to the Environment Court based on the IHP hearing record. Other recommendations include considering the inclusion of recreation in the well-functioning urban and rural environments outcome, reviewing the practical secretariat issues raised by Taituarā, and exploring options for improving the digital resource management system. The briefing also mentions ongoing work on papakāinga and the need to review the overall structure of the Bills.",organisation,"The main recommendation in this briefing is to refine and tighten the drafting of the NBE Bill to address issues with the existing approach to notification in the RMA, as well as other recommendations related to appeals, recreation, secretariat issues, and the digital resource management system.",0.9860125184059143
Ministry for the Environment (RM System Efficiency Working Group Report),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16706////c40c52634ec2990178d0b635555de2b3a0ac83ff,submissions////ddadae79-e00c-4e0c-8f30-dd1a8543bed2.pdf,,Natural and Built Environment Bill,"The RM System Efficiency Working Group has released a report assessing plan making and consenting processes in the proposed resource management legislative regime. The main objective of the report is to improve system efficiency and effectiveness while retaining appropriate local democratic input. The report provides key findings and recommendations for improving efficiency in various aspects of the proposed legislation.

The main recommendations include:
1. Supporting regional spatial strategies (RSS) and ensuring decisions made during the RSS process are not revisited in later planning processes.
2. Requiring the government to provide timely guidance on how to give effect to the principles of te Tiriti o Waitangi.
3. Urgently developing clear process guidance for practitioners on how to give effect to the principles of te Tiriti o Waitangi.
4. Defining new concepts and terms to assist short-term efficiency while planning practice and case law develop.
5. Reducing the number of resource consents in the system and processing consents more quickly and predictably.
6. Removing the Board of Inquiry option to reduce the number of consenting pathways.
7. Clarifying the criteria for what constitutes a significant change in circumstances in relation to regional spatial strategies.
8. Simplifying and combining the lists of parties to be consulted or notified during plan development.
9. Removing the requirement to seek feedback on Major Regional Policy Issues and the need for a compliance-with-NPF report.
10. Allowing evidence to be provided during a hearing rather than requiring it to be provided with primary submissions.
11. Amending the role of the Environment Court to reduce costs and delays.

Overall, the main recommendation is to streamline and simplify the plan making and consenting processes to improve efficiency and effectiveness in the resource management system.",organisation,"The RM System Efficiency Working Group has released a report with recommendations to improve efficiency and effectiveness in the proposed resource management legislative regime, including supporting regional spatial strategies, providing guidance on te Tiriti o Waitangi principles, reducing resource consents, and clarifying criteria for significant changes.",0.5309184789657593
Ministry for the Environment (Overview of CST provisions in SP and NBE Bills),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16724////ce9426a344c6a7660a931604258930bf2b18242f,submissions////06799772-6091-4ca7-9e1b-b8c7f5e87e6c.pdf,,Natural and Built Environment Bill,"This briefing provides an overview of the transition and implementation process for the Spatial Planning and Natural and Built Environment Bills. It outlines key commencement, savings, and transitional provisions for the new system. The main recommendation is to take a region-by-region approach to implementation, with different regions completing the transition at different times based on the formation of regional planning committees and the development of new regional spatial strategies and NBE plans. The briefing also highlights the need to uphold Treaty settlements and other related arrangements, develop the National Planning Framework, and establish regional planning committees, among other steps in the transition process. It also discusses the development of regional spatial strategies and NBE plans, the continuation of RMA policies and plans until the decisions version of the NBE plan is released, and the transition of designations, compliance monitoring and enforcement, water conservation orders, and contaminated land management. The briefing concludes with the repeal of the RMA through Order in Councils.",organisation,"The briefing provides an overview of the transition and implementation process for the Spatial Planning and Natural and Built Environment Bills, recommending a region-by-region approach and highlighting key steps and considerations in the process.",0.9679349064826965
Ministry for the Environment (Info request - case law on amenity),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN11609////fb11414217c669b5b3785ba87b68f0df3fb53672,submissions////2977b745-a7c6-4377-ad9c-54eb61106743.pdf,,Natural and Built Environment Bill,"This briefing discusses how the Resource Management Act (RMA) refers to amenity values. Amenity values are defined as the natural or physical qualities and characteristics of an area that contribute to people's appreciation of its pleasantness, aesthetic coherence, and cultural and recreational attributes. The RMA includes amenity values in its definition of the environment and requires that all persons exercising functions and powers under the Act have particular regard to the maintenance and enhancement of amenity values.

The briefing also mentions a recent case, Wallace v Auckland Council, which involved a judicial review of a decision not to notify a resource consent application for a housing development. The case highlighted the importance of assessing the building intensity, scale, location, form, and appearance of a proposed activity in relation to the neighborhood character and residential amenity of the area. The court emphasized that the effects of building intensity include the effects of the numbers of buildings on site and the activities within those buildings.

Another case, Schofield v Auckland Council, demonstrated the subjective nature of determining amenity values. The case involved an application for resource consent to build a deck on a private dwelling. The assessment of amenity values was described as partly subjective but also needing to be objectively scrutinized. The starting point for assessing amenity values is articulated by those who enjoy them, including their activities and emotions associated with the space.

The main recommendation or takeaway from this briefing is the importance of considering and assessing amenity values in the planning and decision-making processes under the RMA. This includes evaluating the building intensity, scale, location, form, and appearance of proposed activities in relation to the neighborhood character and residential amenity of an area. It also highlights the need to objectively scrutinize and test the assessment of amenity values, taking into account both subjective and objective factors.",organisation,No summary is available for this document.,0.957913875579834
Ministry for the Environment (Info request - NBE consent categories),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN11608////aebcd3ea653e6e0b55ede51b4a13b21b2276fb34,submissions////a1413ec8-ec63-4574-903e-f7c0cf6378a8.pdf,,Natural and Built Environment Bill,"The briefing discusses the potential activity categories and notification examples under the NBE (Natural and Built Environments) plan. It provides examples of different activities and their corresponding requirements, approvals, and decision-making processes. The main recommendation is to adopt the NBE approach, which includes a shift towards less focus on managing effects, being specific about the intent of each consent type, reducing consent categories, and expanding the scope of permitted activities. The briefing also mentions the need to balance the protection of urban vegetation with urban development and intensification. Additionally, it discusses the removal of blanket tree protection rules and the potential increase in consent numbers. The briefing suggests rebating environmental contributions for good environmental practice and enabling the NPF (National Policy Framework) to signal methods or direction for wider tree protection rules.",organisation,"The briefing recommends adopting the NBE plan, which includes a shift towards less focus on managing effects, being specific about consent types, reducing categories, expanding permitted activities, balancing urban vegetation protection with development, removing blanket tree protection rules, increasing consent numbers, rebating environmental contributions, and enabling the NPF to signal wider tree protection rules.",0.955878734588623
Ministry for the Environment (Responses to questions from 12 December),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN11606////b20d25513dbec8ffcf459df00ab97aeca151bb57,submissions////c44b6210-af7c-4260-a126-41dac4ccacf3.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is that the Natural and Built Environment Bill (NBE Bill) should include criteria for identifying significant biodiversity areas (SBAs), outstanding natural features and landscapes (ONFs and ONLs), and urban trees. The briefing also addresses concerns about the risk of a 'goldrush' response to the new environmental protections, the management of land transport assets, the inclusion of material for members to consider, and the cost to councils of funding governance arrangements. Additionally, the briefing provides information on various clause references and addresses the risk of loss of jurisprudence due to the differences between the NBE Bill and the Resource Management Act (RMA).",organisation,"The main recommendation in this briefing is to include criteria for identifying significant biodiversity areas, outstanding natural features and landscapes, and urban trees in the Natural and Built Environment Bill, while also addressing concerns about potential negative responses, land transport management, funding arrangements, and the risk of losing legal precedents.",0.9679232835769653
"Ministry for the Environment (Table for dept report navigation, Thursday 6 April)",Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16796////f25a5c467b871a636fa26ae89e554636fbb9afd9,submissions////aa8b0926-2b84-4174-841a-5ac927621dd6.pdf,,Natural and Built Environment Bill,"- Amend clause 321 to clarify that the expert consenting panel must decide whether a hearing is necessary for the application.
- Proceed with clauses 322 to 326 as currently drafted.
- Amend clause 326 to clarify that the final decision on the application must be issued by the expert consenting panel.
- Clarify that the expert consenting panel may issue decisions in stages if necessary.
- No changes recommended for clauses 323 to 325.
- Technical changes may be required for clauses 321 and 326.",organisation,"The proposed amendments aim to clarify the role and decision-making process of the expert consenting panel in determining the necessity of a hearing and issuing the final decision on the application, while suggesting technical changes for clauses 321 and 326.",0.9935790300369263
Ministry of the Environment (Indicative purpose drafting - NBE Bill - 31 March),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16773////f1bb2b95802b49dbd8afdbd2484e0704f27e68b7,submissions////4c328f4d-b009-49b8-8de6-6751bd1c2963.pdf,,Natural and Built Environment Bill,"This briefing outlines the purpose and means for achieving the purpose of an Act that aims to uphold the well-being of the natural environment (Oranga o te Taiao). The purpose of the Act is to protect the health of the natural environment and enable its use and development in a way that promotes the well-being of present and future generations. The briefing recommends several key means to achieve this purpose, including providing system outcomes at the national and regional levels, setting limits and mandatory targets, setting discretionary targets, preparing regional spatial strategies, applying decision-making principles, and protecting places of national importance and highly vulnerable biosecurity areas.",organisation,"The briefing outlines the purpose and means of an Act that aims to protect the natural environment and promote the well-being of present and future generations through various measures such as setting targets, applying decision-making principles, and protecting important areas.",0.9979627132415771
Ministry for the Environment (RPCs in regions with unitary authorities),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16797////fafa50406b760e98b43e6f9a17e98b5f234a06f2,submissions////c739edb5-fe1e-4fcb-8724-73da92a538dd.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to include an additional clause in the Bill that enables unitary authorities to deem an existing committee to have all the functions, duties, and powers of the regional planning committee (RPC). This would allow unitary authorities to continue using existing processes that are already working well in the region. However, the composition and appointment processes to provide for Māori and central government membership would still need to apply to maintain the joint decision-making model and ensure consistency with RPC arrangements in regions with multiple local authorities. The briefing also recommends providing guidance to unitary authorities on the flexibility provided by the Bill for existing arrangements to continue where they are working well. Additionally, the briefing suggests that changes to the Local Government (Auckland Council) Act 2009 are required to prevent appointments to the RPC as of right by the Independent Māori Statutory Board (IMSB) in Auckland. The briefing also recommends that the requirements relating to composition and appointment processes apply to Marlborough and Gisborne. The briefing mentions other recommendations from the departmental report regarding secretariat and funding arrangements for unitary authorities.",organisation,"The main recommendation in this briefing is to include an additional clause in the Bill that enables unitary authorities to continue using existing committee processes, while still maintaining joint decision-making and consistency with regional planning committee arrangements.",0.7683258652687073
Ministry for the Environment (Table to assist with DR Navigation on Monday 3 April),Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16772////7634afaeeb7ce2d5543c75ca80f995244c9d40bf,submissions////99c6472a-95dc-4903-af7a-ee9998483368.pdf,,Natural and Built Environment Bill,"The main recommendation is to proceed with the proposed changes to the process for making a proposed plan or plan change operative. This includes recommendations such as publicly notifying the date on which the proposed plan or plan change becomes operative, clarifying the role of the Resource Management Planning Committee (RPC), and requiring notification that a plan or plan change is operative on the RPC internet site and to relevant local authorities. Other recommendations include clarifying the process for making a proposed plan or plan change operative, allowing for the removal of scheduled items from a plan, and clarifying the components of a proportionate plan change process.",organisation,"The main recommendation is to proceed with proposed changes to the process for making a proposed plan or plan change operative, including clarifying the role of the Resource Management Planning Committee and requiring notification of operative plans on the RPC website and to relevant local authorities.",0.608256459236145
"MfE (NBE Bill Departmental Report 1 - Corrections- Replacement pages 102,146, 232, 233)",Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16739////ec8e19399f8164b9cc47638d9e7c5455e0bf42ff,submissions////42fd81fe-be77-4918-9199-16b0d6638a3e.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to amend subclause 80(2) to refer to ""standards, methods, or requirements"" instead of ""regulations"" for consistency with subclause 80(1). Additionally, there are recommendations to require the limits and targets review panel to provide advice on exemption applications and evaluate the sufficiency and comprehensiveness of limits and targets. There is also a recommendation to proceed with Schedule 6 clause 4 as currently drafted, which relates to the consultation of Customary Marine Title (CMT) groups in NPF proposals relating to the coastal marine area. Finally, there are recommendations to proceed with Schedule 6 clauses 5 and 6 as currently drafted, which relate to the evaluation report and its content.",organisation,"The main recommendation in this briefing is to amend subclause 80(2) for consistency, and there are additional recommendations regarding exemption applications, consultation with Customary Marine Title groups, and the evaluation report.",0.9858118295669556
"MfE (NBE Bill Departmental Report 1 - Corrections - Replacement pages 46, 47, 49, 50, 51)",Official advice,Environment Committee,29 June 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_ADV_129831_EN16740////8ce6aff6a59a693fd4b761f4065bc41950edcab6,submissions////6ca13453-5392-456d-8805-59f38169a430.pdf,,Natural and Built Environment Bill,"The main recommendation in this briefing is to make amendments to clause 6 and clause 805 of the Bill. In clause 6, the recommendation is to add a new decision-making principle that focuses on achieving intended outcomes without a default preference for new or existing uses. In clause 805, the recommendation is to relocate the clause alongside clause 6 and simplify it by removing subclauses (2) and (3) and clarifying that the obligation to use the best available information is proportionate to the level of detail required in the particular context. The recommendation also suggests utilizing the phrase ""best available information"" similar to the EEZ Act.",organisation,The main recommendation in this briefing is to amend clause 6 and clause 805 of the Bill by adding a new decision-making principle and simplifying the obligation to use the best available information.,0.7490914463996887
